states_or_union_territories,district,year,murder,rape,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,robbery,thefts,riots,criminal_breach_of_trust,cheating,arson,hurt_or_grievous_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,causing_death_by_negligence,total_ipc_crimes
MADHYA PRADESH,MANDSAUR,2014,30.0,90.0,,140.0,4.0,9.0,368.0,25.0,23.0,39.0,25.0,,5.0,183.0,7.0,180.0,125.0,5565.0
MADHYA PRADESH,MORENA,2014,43.0,43.0,69.0,46.0,6.0,69.0,503.0,101.0,10.0,14.0,7.0,,30.0,131.0,4.0,192.0,199.0,5944.0
MADHYA PRADESH,NARSINGHPUR,2014,40.0,113.0,53.0,34.0,,7.0,145.0,21.0,8.0,25.0,20.0,,20.0,165.0,2.0,145.0,182.0,3777.0
MADHYA PRADESH,NEEMUCH,2014,8.0,47.0,,14.0,,9.0,250.0,17.0,44.0,17.0,5.0,,3.0,88.0,2.0,43.0,142.0,2986.0
MADHYA PRADESH,PANNA,2014,29.0,41.0,,,,14.0,73.0,1.0,9.0,11.0,11.0,,10.0,84.0,,38.0,75.0,2063.0
MADHYA PRADESH,RAISEN,2014,46.0,161.0,8.0,54.0,3.0,21.0,340.0,36.0,5.0,20.0,19.0,,5.0,225.0,8.0,76.0,256.0,5204.0
MADHYA PRADESH,RAJGARH,2014,28.0,94.0,,112.0,2.0,24.0,363.0,41.0,9.0,24.0,72.0,,5.0,235.0,7.0,134.0,130.0,5529.0
MADHYA PRADESH,RATLAM,2014,36.0,69.0,133.0,,5.0,31.0,339.0,38.0,20.0,35.0,14.0,,5.0,151.0,12.0,129.0,155.0,4560.0
MADHYA PRADESH,REWA,2014,73.0,110.0,3.0,35.0,4.0,97.0,562.0,44.0,12.0,19.0,29.0,,36.0,169.0,1.0,90.0,214.0,6678.0
MADHYA PRADESH,SAGAR,2014,75.0,126.0,170.0,,,23.0,439.0,85.0,12.0,28.0,26.0,,35.0,405.0,10.0,175.0,275.0,7674.0
MADHYA PRADESH,SATNA,2014,69.0,187.0,248.0,203.0,4.0,67.0,495.0,68.0,17.0,37.0,25.0,,30.0,254.0,24.0,116.0,370.0,7539.0
MADHYA PRADESH,SEONI,2014,29.0,83.0,,155.0,,5.0,181.0,19.0,2.0,41.0,11.0,,9.0,137.0,3.0,47.0,142.0,3484.0
MADHYA PRADESH,SHAHDOL,2014,36.0,122.0,41.0,35.0,1.0,32.0,334.0,26.0,4.0,39.0,16.0,,16.0,272.0,3.0,336.0,114.0,5240.0
MADHYA PRADESH,SHAJAPUR,2014,20.0,68.0,20.0,11.0,,15.0,314.0,29.0,19.0,13.0,17.0,,7.0,139.0,,130.0,110.0,3754.0
MADHYA PRADESH,SHEOPUR,2014,18.0,23.0,22.0,,3.0,6.0,92.0,26.0,3.0,11.0,5.0,,5.0,57.0,4.0,37.0,40.0,1578.0
MADHYA PRADESH,SHIVPURI,2014,55.0,101.0,,168.0,3.0,52.0,389.0,63.0,11.0,54.0,43.0,,11.0,269.0,4.0,111.0,210.0,5836.0
MADHYA PRADESH,SIDHI,2014,31.0,40.0,,72.0,,21.0,107.0,13.0,7.0,21.0,7.0,,14.0,100.0,3.0,68.0,100.0,3576.0
MADHYA PRADESH,SEHORE,2014,33.0,124.0,69.0,9.0,,21.0,472.0,39.0,17.0,25.0,17.0,,12.0,162.0,6.0,158.0,202.0,5006.0
MADHYA PRADESH,SINGRAULI,2014,42.0,88.0,67.0,47.0,,15.0,231.0,37.0,6.0,10.0,22.0,,17.0,97.0,1.0,105.0,118.0,3349.0
MADHYA PRADESH,TIKAMGARH,2014,36.0,92.0,,,1.0,25.0,128.0,35.0,3.0,17.0,12.0,,15.0,133.0,6.0,42.0,121.0,3458.0
MADHYA PRADESH,UJJAIN,2014,67.0,126.0,47.0,32.0,3.0,54.0,1103.0,66.0,28.0,45.0,7.0,,11.0,282.0,29.0,285.0,208.0,9141.0
MADHYA PRADESH,UMARIA,2014,17.0,51.0,42.0,,1.0,12.0,78.0,11.0,4.0,16.0,5.0,,2.0,104.0,3.0,90.0,,2172.0
MADHYA PRADESH,VIDISHA,2014,48.0,156.0,43.0,4.0,1.0,35.0,440.0,34.0,8.0,46.0,16.0,,21.0,299.0,18.0,162.0,171.0,6009.0
MAHARASHTRA,AHMEDNAGAR,2014,109.0,103.0,51.0,39.0,44.0,274.0,1519.0,457.0,32.0,165.0,46.0,,13.0,269.0,8.0,264.0,736.0,6957.0
MAHARASHTRA,AKOLA,2014,52.0,52.0,22.0,3.0,14.0,108.0,736.0,97.0,19.0,108.0,34.0,,5.0,219.0,20.0,136.0,141.0,4433.0
MAHARASHTRA,AMRAVATI,2014,27.0,27.0,10.0,5.0,2.0,56.0,815.0,13.0,19.0,90.0,16.0,,1.0,132.0,12.0,108.0,82.0,3338.0
MAHARASHTRA,AMRAVATI,2014,51.0,103.0,32.0,12.0,6.0,42.0,1221.0,43.0,11.0,93.0,70.0,,8.0,415.0,17.0,213.0,237.0,6948.0
MAHARASHTRA,AURANGABAD,2014,35.0,27.0,16.0,15.0,25.0,204.0,1419.0,134.0,15.0,197.0,35.0,,2.0,227.0,5.0,164.0,183.0,4821.0
MAHARASHTRA,AURANGABAD,2014,49.0,31.0,13.0,12.0,18.0,41.0,917.0,264.0,14.0,87.0,30.0,,7.0,177.0,3.0,218.0,298.0,4237.0
MAHARASHTRA,BEED,2014,75.0,70.0,25.0,28.0,21.0,94.0,678.0,266.0,30.0,120.0,33.0,,3.0,273.0,1.0,316.0,304.0,4864.0
MAHARASHTRA,BHANDARA,2014,20.0,28.0,6.0,2.0,1.0,25.0,476.0,19.0,11.0,55.0,20.0,,3.0,73.0,14.0,40.0,135.0,2003.0
MAHARASHTRA,BULDHANA,2014,59.0,57.0,28.0,7.0,12.0,44.0,669.0,186.0,19.0,94.0,45.0,,22.0,253.0,36.0,152.0,279.0,4453.0
MAHARASHTRA,CHANDRAPUR,2014,51.0,99.0,29.0,18.0,9.0,41.0,751.0,53.0,41.0,120.0,28.0,,2.0,224.0,28.0,203.0,313.0,4441.0
MAHARASHTRA,DHULE,2014,38.0,35.0,18.0,25.0,32.0,56.0,366.0,166.0,44.0,86.0,3.0,,11.0,98.0,5.0,207.0,311.0,2818.0
MAHARASHTRA,GADCHIROLI,2014,54.0,22.0,6.0,2.0,4.0,8.0,102.0,9.0,3.0,36.0,17.0,,,32.0,2.0,16.0,109.0,875.0
MAHARASHTRA,GONDIA,2014,33.0,58.0,,25.0,1.0,20.0,313.0,13.0,10.0,41.0,10.0,,6.0,113.0,3.0,46.0,135.0,1836.0
MAHARASHTRA,HINGOLI,2014,27.0,24.0,12.0,4.0,2.0,19.0,128.0,66.0,6.0,44.0,12.0,,4.0,80.0,,83.0,91.0,1761.0
MAHARASHTRA,JALGAON,2014,80.0,66.0,76.0,8.0,43.0,129.0,999.0,327.0,95.0,191.0,23.0,,1.0,347.0,34.0,374.0,393.0,6531.0
MAHARASHTRA,JALNA,2014,64.0,33.0,26.0,,12.0,75.0,582.0,120.0,13.0,116.0,23.0,,13.0,185.0,8.0,289.0,189.0,3372.0
MAHARASHTRA,KOLHAPUR,2014,64.0,84.0,29.0,28.0,18.0,236.0,883.0,273.0,69.0,317.0,22.0,,8.0,176.0,7.0,150.0,317.0,4942.0
MAHARASHTRA,LATUR,2014,74.0,57.0,84.0,,31.0,79.0,549.0,246.0,14.0,125.0,54.0,,4.0,174.0,2.0,323.0,256.0,4070.0
MAHARASHTRA,MUMBAI,2014,183.0,607.0,15.0,71.0,34.0,2094.0,10101.0,409.0,672.0,2594.0,54.0,,22.0,1626.0,363.0,563.0,584.0,40361.0
MAHARASHTRA,MUMBAI,2014,17.0,1.0,,,,573.0,2247.0,6.0,6.0,46.0,,,,55.0,4.0,,2.0,3141.0
MAHARASHTRA,NAGPUR,2014,103.0,113.0,46.0,2.0,16.0,505.0,2962.0,147.0,52.0,394.0,33.0,,10.0,279.0,25.0,234.0,316.0,10359.0
MAHARASHTRA,NAGPUR,2014,2.0,3.0,,2.0,6.0,80.0,1531.0,7.0,1.0,8.0,,,,20.0,,,3.0,1768.0
MAHARASHTRA,NAGPUR,2014,69.0,65.0,21.0,,7.0,65.0,1024.0,60.0,28.0,60.0,41.0,,4.0,187.0,25.0,85.0,437.0,4564.0
MAHARASHTRA,NANDED,2014,73.0,43.0,40.0,55.0,8.0,62.0,511.0,192.0,25.0,11.0,41.0,,6.0,147.0,3.0,180.0,268.0,4600.0
MAHARASHTRA,NANDURBAR,2014,36.0,25.0,16.0,,6.0,13.0,157.0,89.0,17.0,34.0,6.0,,2.0,36.0,4.0,47.0,129.0,1425.0
MAHARASHTRA,NASHIK,2014,26.0,28.0,3.0,2.0,13.0,124.0,1053.0,64.0,26.0,130.0,6.0,,3.0,101.0,3.0,200.0,172.0,3883.0
MAHARASHTRA,NASHIK,2014,98.0,87.0,57.0,10.0,27.0,103.0,888.0,375.0,23.0,186.0,25.0,,17.0,224.0,5.0,383.0,688.0,6832.0
MAHARASHTRA,THANE,2014,51.0,88.0,,2.0,17.0,411.0,1447.0,89.0,105.0,576.0,10.0,,6.0,158.0,49.0,131.0,361.0,5903.0
MAHARASHTRA,OSMANABAD,2014,39.0,43.0,12.0,2.0,19.0,40.0,427.0,148.0,14.0,75.0,19.0,,5.0,126.0,5.0,117.0,243.0,2825.0
MAHARASHTRA,PALGHAR,2014,85.0,98.0,4.0,57.0,21.0,211.0,1071.0,220.0,34.0,259.0,12.0,,1.0,183.0,22.0,73.0,396.0,4692.0
MAHARASHTRA,PARBHANI,2014,44.0,38.0,12.0,34.0,26.0,48.0,488.0,157.0,10.0,145.0,28.0,,5.0,140.0,2.0,251.0,120.0,3606.0
MAHARASHTRA,PUNE,2014,138.0,189.0,47.0,75.0,92.0,873.0,4867.0,259.0,70.0,770.0,38.0,,20.0,454.0,98.0,391.0,456.0,14468.0
MAHARASHTRA,PUNE,2014,8.0,2.0,,,8.0,56.0,543.0,3.0,1.0,2.0,,,1.0,5.0,,,,676.0
MAHARASHTRA,PUNE,2014,153.0,147.0,,6.0,87.0,251.0,2592.0,609.0,79.0,282.0,37.0,,13.0,356.0,48.0,219.0,988.0,10334.0
MAHARASHTRA,RAIGAD,2014,31.0,47.0,,,6.0,72.0,429.0,146.0,17.0,142.0,22.0,,2.0,99.0,15.0,54.0,281.0,2601.0
MAHARASHTRA,RATNAGIRI,2014,11.0,34.0,,,2.0,38.0,256.0,66.0,13.0,71.0,13.0,,,59.0,10.0,26.0,153.0,1568.0
MAHARASHTRA,SANGLI,2014,50.0,66.0,32.0,15.0,11.0,63.0,608.0,218.0,19.0,197.0,22.0,,6.0,157.0,5.0,108.0,309.0,5171.0
MAHARASHTRA,SATARA,2014,67.0,97.0,39.0,8.0,46.0,234.0,1254.0,340.0,24.0,155.0,26.0,,4.0,241.0,12.0,188.0,470.0,6062.0
MAHARASHTRA,SINDHUDURG,2014,7.0,12.0,5.0,3.0,5.0,16.0,132.0,24.0,8.0,10.0,15.0,,,42.0,7.0,4.0,80.0,789.0
MAHARASHTRA,SOLAPUR,2014,21.0,39.0,18.0,3.0,10.0,123.0,586.0,111.0,6.0,99.0,6.0,,3.0,52.0,7.0,52.0,91.0,2186.0
MAHARASHTRA,SOLAPUR,2014,87.0,97.0,40.0,39.0,22.0,68.0,1062.0,431.0,18.0,73.0,31.0,,2.0,227.0,23.0,122.0,500.0,6235.0
MAHARASHTRA,THANE,2014,117.0,215.0,16.0,100.0,35.0,1315.0,3167.0,338.0,124.0,953.0,38.0,,13.0,559.0,73.0,351.0,306.0,13227.0
MAHARASHTRA,THANE,2014,51.0,75.0,2.0,4.0,27.0,230.0,641.0,168.0,33.0,301.0,26.0,,3.0,165.0,39.0,103.0,216.0,3641.0
MAHARASHTRA,WARDHA,2014,35.0,62.0,25.0,11.0,14.0,50.0,800.0,41.0,30.0,95.0,19.0,,1.0,192.0,8.0,98.0,166.0,3687.0
MAHARASHTRA,WASHIM,2014,31.0,33.0,14.0,1.0,6.0,51.0,466.0,94.0,6.0,55.0,26.0,,5.0,178.0,11.0,113.0,132.0,2579.0
MAHARASHTRA,YAVATMAL,2014,75.0,108.0,99.0,16.0,19.0,146.0,1850.0,197.0,32.0,151.0,65.0,,12.0,466.0,504.0,301.0,243.0,9951.0
MANIPUR,BISHNUPUR,2014,12.0,9.0,8.0,3.0,,,50.0,6.0,1.0,3.0,2.0,,,6.0,,3.0,25.0,307.0
MANIPUR,CHANDEL,2014,4.0,,,2.0,,,12.0,3.0,,,3.0,,,1.0,,,,70.0
MANIPUR,CHURACHANDPUR,2014,13.0,5.0,2.0,4.0,,,29.0,1.0,1.0,5.0,2.0,,,3.0,,,,130.0
MANIPUR,IMPHAL EAST,2014,13.0,20.0,17.0,10.0,,,251.0,15.0,2.0,18.0,6.0,,1.0,7.0,,8.0,15.0,645.0
MANIPUR,IMPHAL WEST,2014,20.0,20.0,25.0,13.0,,4.0,475.0,42.0,31.0,39.0,8.0,,,44.0,,14.0,27.0,1417.0
MANIPUR,SENAPATI,2014,5.0,1.0,1.0,10.0,,3.0,11.0,3.0,2.0,2.0,2.0,,,2.0,,,,121.0
MANIPUR,TAMENGLONG,2014,4.0,,2.0,7.0,,,12.0,1.0,,2.0,9.0,,,,,,,125.0
MANIPUR,THOUBAL,2014,15.0,19.0,47.0,8.0,,,157.0,29.0,19.0,29.0,6.0,,,35.0,,16.0,44.0,768.0
MANIPUR,UKHRUL,2014,10.0,1.0,,3.0,,,4.0,1.0,2.0,1.0,5.0,,,,,,1.0,58.0
MEGHALAYA,GARO HILLS EAST,2014,7.0,3.0,,7.0,3.0,6.0,57.0,,,5.0,,,,3.0,1.0,,,159.0
MEGHALAYA,GARO HILLS NORTH,2014,14.0,3.0,1.0,16.0,5.0,2.0,24.0,,6.0,,,,,8.0,,1.0,8.0,165.0
MEGHALAYA,GARO HILLS SOUTH,2014,19.0,3.0,4.0,24.0,4.0,2.0,21.0,3.0,,6.0,1.0,,,3.0,,3.0,4.0,167.0
MEGHALAYA,GARO HILLS SOUTH WEST,2014,5.0,4.0,,,5.0,2.0,7.0,,,1.0,,,,8.0,1.0,1.0,6.0,65.0
MEGHALAYA,GARO HILLS WEST,2014,28.0,11.0,3.0,43.0,9.0,13.0,72.0,2.0,10.0,9.0,4.0,,,11.0,7.0,10.0,24.0,532.0
MEGHALAYA,JAINTIA HILLS WEST,2014,18.0,10.0,,9.0,,3.0,55.0,,1.0,11.0,4.0,,,5.0,3.0,1.0,5.0,292.0
MEGHALAYA,JAINTIA HILLS EAST,2014,19.0,11.0,,,3.0,4.0,68.0,,11.0,8.0,9.0,,,7.0,,,28.0,281.0
MEGHALAYA,KHASI HILLS EAST,2014,24.0,14.0,1.0,,7.0,53.0,399.0,,30.0,111.0,12.0,,,45.0,35.0,26.0,40.0,1327.0
MEGHALAYA,KHASI HILLS SOUTH WEST,2014,4.0,12.0,,,3.0,1.0,15.0,,1.0,1.0,,,1.0,,7.0,,1.0,60.0
MEGHALAYA,KHASI HILLS WEST,2014,11.0,19.0,,9.0,4.0,3.0,50.0,,1.0,8.0,,,,4.0,,,3.0,271.0
MEGHALAYA,RI-BHOI,2014,10.0,28.0,,4.0,13.0,8.0,89.0,3.0,1.0,12.0,8.0,,,11.0,,,29.0,360.0
MIZORAM,AIZAWL,2014,11.0,39.0,,,1.0,5.0,455.0,,8.0,45.0,14.0,,,58.0,,5.0,18.0,1059.0
MIZORAM,CHAMPHAI,2014,9.0,22.0,,1.0,,,86.0,,,4.0,1.0,,,,29.0,,4.0,238.0
MIZORAM,KOLASIB,2014,1.0,10.0,,,5.0,,136.0,,5.0,2.0,1.0,,,10.0,,1.0,,263.0
MIZORAM,LAWNGTLAI,2014,6.0,9.0,,,,,26.0,,2.0,1.0,,,,5.0,,,4.0,98.0
MIZORAM,LUNGLEI,2014,8.0,14.0,,,1.0,,52.0,,1.0,3.0,,,,13.0,,,8.0,175.0
MIZORAM,MAMIT,2014,1.0,10.0,,,1.0,,33.0,,,2.0,2.0,,,6.0,,2.0,5.0,116.0
MIZORAM,SAIHA,2014,4.0,4.0,,,,,27.0,,,2.0,1.0,,,2.0,,,2.0,73.0
MIZORAM,SERCHHIP,2014,2.0,12.0,,,,1.0,37.0,,2.0,2.0,3.0,,,3.0,,,4.0,98.0
NAGALAND,DIMAPUR,2014,22.0,12.0,2.0,9.0,8.0,26.0,215.0,2.0,8.0,24.0,7.0,,,10.0,1.0,3.0,6.0,512.0
NAGALAND,KIPHIRE,2014,1.0,1.0,,,,,2.0,,,3.0,,,,,,,,13.0
NAGALAND,KOHIMA,2014,3.0,9.0,,4.0,,6.0,75.0,,,11.0,,,,,,,7.0,199.0
NAGALAND,LONGLENG,2014,,1.0,,,,,2.0,,,,,,,,,,,15.0
NAGALAND,MOKOKCHUNG,2014,5.0,1.0,,2.0,,2.0,10.0,,,8.0,,,,2.0,,,5.0,67.0
NAGALAND,MON,2014,6.0,1.0,,,,,10.0,,,1.0,,,,,,,2.0,39.0
NAGALAND,PEREN,2014,1.0,,,,,,7.0,,,,,,,1.0,,,,19.0
NAGALAND,PHEK,2014,9.0,1.0,,,,3.0,25.0,,1.0,4.0,,,,3.0,,,,75.0
NAGALAND,TUENSANG,2014,,1.0,,,,,20.0,2.0,,1.0,,,,,,,,48.0
NAGALAND,WOKHA,2014,10.0,,,2.0,,,29.0,6.0,,,,,,,,,,90.0
NAGALAND,ZUNHEBOTO,2014,1.0,3.0,,,,1.0,23.0,,,4.0,,,,,,,,80.0
ODISHA,ANGUL,2014,58.0,44.0,66.0,19.0,39.0,107.0,548.0,73.0,21.0,67.0,16.0,,4.0,146.0,8.0,30.0,174.0,2950.0
ODISHA,BALASORE,2014,65.0,110.0,118.0,8.0,15.0,90.0,357.0,60.0,16.0,140.0,27.0,,2.0,566.0,26.0,380.0,185.0,4305.0
ODISHA,BARGARH,2014,27.0,56.0,18.0,20.0,17.0,68.0,199.0,89.0,12.0,33.0,19.0,,7.0,114.0,9.0,80.0,98.0,1817.0
ODISHA,GANJAM,2014,31.0,30.0,35.0,1.0,25.0,76.0,237.0,29.0,46.0,78.0,11.0,,,162.0,24.0,118.0,96.0,1709.0
ODISHA,BHADRAK,2014,39.0,63.0,98.0,18.0,3.0,25.0,222.0,45.0,15.0,85.0,29.0,,24.0,178.0,5.0,168.0,85.0,2807.0
ODISHA,BALANGIR,2014,26.0,56.0,106.0,,13.0,59.0,199.0,64.0,12.0,43.0,20.0,,19.0,211.0,10.0,47.0,112.0,2379.0
ODISHA,BOUDH,2014,22.0,24.0,,34.0,9.0,23.0,35.0,9.0,4.0,14.0,5.0,,2.0,68.0,3.0,14.0,36.0,596.0
ODISHA,CUTTACK,2014,40.0,58.0,58.0,6.0,10.0,63.0,170.0,40.0,3.0,49.0,15.0,,27.0,29.0,9.0,28.0,191.0,2594.0
ODISHA,PURI,2014,42.0,72.0,6.0,133.0,30.0,123.0,1432.0,90.0,35.0,394.0,17.0,,27.0,53.0,12.0,104.0,167.0,5478.0
ODISHA,CUTTACK,2014,36.0,66.0,36.0,25.0,15.0,38.0,623.0,28.0,9.0,157.0,4.0,,21.0,82.0,5.0,155.0,94.0,2920.0
ODISHA,DEOGARH,2014,12.0,32.0,,4.0,6.0,17.0,72.0,13.0,2.0,10.0,5.0,,1.0,46.0,1.0,23.0,28.0,901.0
ODISHA,DHENKANAL,2014,52.0,43.0,36.0,9.0,7.0,76.0,237.0,64.0,19.0,50.0,21.0,,11.0,388.0,28.0,45.0,141.0,2000.0
ODISHA,GAJAPATI,2014,17.0,19.0,6.0,9.0,1.0,,36.0,32.0,2.0,16.0,3.0,,3.0,84.0,4.0,9.0,29.0,460.0
ODISHA,GANJAM,2014,75.0,85.0,80.0,32.0,34.0,64.0,153.0,66.0,20.0,51.0,29.0,,13.0,410.0,50.0,79.0,68.0,2580.0
ODISHA,JAGATSINGHPUR,2014,43.0,37.0,,47.0,14.0,60.0,329.0,70.0,17.0,76.0,18.0,,26.0,208.0,4.0,119.0,221.0,2345.0
ODISHA,JAJPUR,2014,76.0,73.0,116.0,7.0,16.0,70.0,397.0,83.0,2.0,58.0,27.0,,49.0,238.0,16.0,52.0,417.0,3174.0
ODISHA,JHARSUGUDA,2014,33.0,42.0,8.0,18.0,8.0,64.0,217.0,30.0,13.0,26.0,7.0,,9.0,108.0,4.0,51.0,79.0,1431.0
ODISHA,KALAHANDI,2014,38.0,101.0,154.0,36.0,7.0,41.0,103.0,75.0,18.0,63.0,8.0,,12.0,215.0,14.0,125.0,180.0,2039.0
ODISHA,KANDHAMAL,2014,28.0,54.0,10.0,23.0,5.0,14.0,79.0,10.0,3.0,58.0,3.0,,4.0,121.0,9.0,35.0,51.0,1089.0
ODISHA,KENDRAPARA,2014,34.0,48.0,81.0,,7.0,36.0,107.0,47.0,6.0,56.0,24.0,,32.0,154.0,19.0,217.0,66.0,2244.0
ODISHA,KEONJHAR,2014,75.0,103.0,35.0,72.0,19.0,46.0,218.0,51.0,50.0,60.0,18.0,,11.0,293.0,14.0,65.0,228.0,2571.0
ODISHA,KHORDHA,2014,40.0,39.0,20.0,26.0,17.0,63.0,197.0,48.0,33.0,65.0,17.0,,22.0,103.0,21.0,37.0,133.0,2291.0
ODISHA,KORAPUT,2014,71.0,94.0,22.0,13.0,15.0,37.0,99.0,61.0,5.0,30.0,6.0,,4.0,152.0,5.0,46.0,122.0,1357.0
ODISHA,MALKANGIRI,2014,33.0,19.0,,7.0,21.0,9.0,33.0,17.0,4.0,37.0,8.0,,4.0,29.0,5.0,16.0,31.0,420.0
ODISHA,MAYURBHANJ,2014,110.0,139.0,40.0,19.0,12.0,40.0,252.0,39.0,19.0,77.0,13.0,,32.0,324.0,21.0,270.0,159.0,2793.0
ODISHA,NAYAGARH,2014,33.0,23.0,9.0,9.0,20.0,51.0,129.0,48.0,1.0,43.0,10.0,,7.0,37.0,2.0,23.0,64.0,1487.0
ODISHA,NABARANGPUR,2014,23.0,73.0,82.0,3.0,3.0,12.0,56.0,94.0,4.0,33.0,7.0,,1.0,194.0,12.0,93.0,51.0,1695.0
ODISHA,NUAPADA,2014,14.0,26.0,42.0,15.0,4.0,20.0,74.0,31.0,16.0,20.0,6.0,,5.0,136.0,4.0,91.0,120.0,1175.0
ODISHA,PURI,2014,54.0,68.0,,,17.0,102.0,449.0,117.0,25.0,117.0,45.0,,32.0,151.0,7.0,176.0,329.0,4317.0
ODISHA,RAYAGADA,2014,29.0,59.0,6.0,36.0,13.0,17.0,105.0,49.0,22.0,37.0,12.0,,,102.0,5.0,121.0,63.0,1199.0
ODISHA,SUNDARGARH,2014,55.0,73.0,22.0,31.0,24.0,106.0,488.0,37.0,4.0,84.0,3.0,,4.0,174.0,11.0,139.0,163.0,2670.0
ODISHA,SAMBALPUR,2014,48.0,81.0,,35.0,18.0,123.0,567.0,74.0,15.0,48.0,16.0,,10.0,108.0,9.0,44.0,189.0,3391.0
ODISHA,SUBARNAPUR,2014,16.0,18.0,,,8.0,15.0,75.0,22.0,,19.0,2.0,,4.0,46.0,,29.0,41.0,724.0
ODISHA,CUTTACK,2014,,,,,1.0,19.0,438.0,3.0,1.0,3.0,,,,9.0,1.0,1.0,5.0,546.0
ODISHA,SUNDARGARH,2014,4.0,1.0,1.0,4.0,1.0,21.0,320.0,,,3.0,,,,10.0,1.0,,3.0,460.0
ODISHA,SUNDARGARH,2014,51.0,49.0,2.0,1.0,10.0,33.0,158.0,24.0,11.0,46.0,6.0,,12.0,94.0,1.0,84.0,181.0,1655.0
PUNJAB,AMRITSAR,2014,47.0,31.0,77.0,21.0,,12.0,124.0,,9.0,88.0,5.0,,6.0,78.0,,53.0,124.0,1396.0
PUNJAB,BARNALA,2014,15.0,31.0,25.0,13.0,,1.0,96.0,,13.0,51.0,2.0,,,17.0,,27.0,74.0,791.0
PUNJAB,GURDASPUR,2014,22.0,30.0,33.0,,,3.0,86.0,,4.0,104.0,,,3.0,36.0,,37.0,69.0,865.0
PUNJAB,BATHINDA,2014,55.0,56.0,37.0,19.0,1.0,2.0,260.0,,19.0,151.0,8.0,,5.0,77.0,,74.0,143.0,2117.0
PUNJAB,AMRITSAR,2014,29.0,34.0,47.0,25.0,1.0,13.0,324.0,,24.0,307.0,2.0,,3.0,45.0,2.0,150.0,62.0,1998.0
PUNJAB,JALANDHAR,2014,16.0,49.0,45.0,44.0,1.0,10.0,498.0,,7.0,220.0,4.0,,1.0,77.0,2.0,106.0,75.0,2020.0
PUNJAB,LUDHIANA,2014,73.0,111.0,113.0,133.0,2.0,23.0,603.0,,29.0,349.0,5.0,,5.0,98.0,19.0,158.0,240.0,3546.0
PUNJAB,FARIDKOT,2014,23.0,24.0,10.0,12.0,2.0,10.0,70.0,,2.0,42.0,3.0,,1.0,16.0,,16.0,66.0,673.0
PUNJAB,FATEHGARH SAHIB,2014,16.0,26.0,15.0,13.0,,3.0,89.0,,8.0,120.0,,,4.0,22.0,,28.0,122.0,920.0
PUNJAB,FAZILKA,2014,24.0,52.0,26.0,1.0,,,80.0,,2.0,88.0,1.0,,4.0,18.0,,59.0,78.0,877.0
PUNJAB,FEROZEPUR,2014,27.0,55.0,12.0,11.0,,,163.0,,11.0,128.0,,,3.0,31.0,,45.0,91.0,1300.0
PUNJAB,PUNJAB_GRP,2014,11.0,1.0,,,,,94.0,,,3.0,,,,3.0,,,6.0,372.0
PUNJAB,GURDASPUR,2014,13.0,26.0,19.0,,1.0,2.0,80.0,,9.0,58.0,6.0,,2.0,37.0,,47.0,94.0,781.0
PUNJAB,HOSHIARPUR,2014,32.0,43.0,,,3.0,8.0,207.0,,11.0,167.0,,,7.0,41.0,2.0,93.0,229.0,1637.0
PUNJAB,JALANDHAR,2014,27.0,31.0,18.0,22.0,3.0,17.0,147.0,,4.0,78.0,2.0,,2.0,37.0,,32.0,145.0,1154.0
PUNJAB,KAPURTHALA,2014,21.0,29.0,21.0,14.0,2.0,10.0,132.0,,3.0,103.0,2.0,,3.0,33.0,1.0,58.0,109.0,1105.0
PUNJAB,LUDHIANA,2014,20.0,23.0,32.0,22.0,2.0,8.0,261.0,,6.0,83.0,4.0,,3.0,34.0,,38.0,96.0,1132.0
PUNJAB,LUDHIANA,2014,16.0,14.0,37.0,19.0,,4.0,162.0,,10.0,107.0,1.0,,3.0,22.0,,30.0,61.0,1081.0
PUNJAB,MANSA,2014,32.0,22.0,8.0,6.0,1.0,,52.0,,12.0,109.0,1.0,,5.0,22.0,2.0,39.0,55.0,793.0
PUNJAB,MOGA,2014,25.0,29.0,23.0,3.0,1.0,4.0,147.0,,16.0,88.0,5.0,,,39.0,2.0,27.0,109.0,1172.0
PUNJAB,MUKTSAR,2014,29.0,29.0,22.0,1.0,,,93.0,,16.0,56.0,2.0,,1.0,24.0,1.0,26.0,44.0,781.0
PUNJAB,PATHANKOT,2014,9.0,11.0,5.0,5.0,,1.0,75.0,,5.0,107.0,1.0,,4.0,11.0,,80.0,74.0,582.0
PUNJAB,PATIALA,2014,45.0,38.0,,89.0,2.0,4.0,294.0,,26.0,346.0,2.0,,4.0,66.0,1.0,175.0,298.0,2774.0
PUNJAB,RUPNAGAR,2014,22.0,21.0,22.0,3.0,,4.0,114.0,,7.0,119.0,3.0,,2.0,52.0,2.0,37.0,173.0,1122.0
PUNJAB,SANGRUR,2014,42.0,57.0,46.0,12.0,1.0,3.0,196.0,,11.0,148.0,3.0,,7.0,54.0,,85.0,173.0,1935.0
PUNJAB,SAS NAGAR,2014,26.0,59.0,75.0,49.0,7.0,6.0,433.0,,17.0,287.0,,,5.0,57.0,,74.0,209.0,2408.0
